id,Country,Amount
665738,DE,974
665739,DE,978
665740,UK,180
665741,FR,160
665742,FR,658
665743,UK,209
665744,UK,461
665745,FR,89
665746,UK,734
665747,DE,585
665748,FR,32
665749,FR,917
665750,FR,42
665751,UK,300
665752,UK,845
665753,UK,524
665754,DE,609
665755,FR,741
665756,DE,220
665757,DE,679
665758,UK,389
665759,UK,764
665760,DE,456
665761,DE,668
665762,DE,248
665763,DE,595
665764,FR,157
665765,UK,259
665766,DE,321
665767,UK,104
665768,UK,329
665769,FR,512
665770,UK,875
665771,DE,491
665772,DE,961
665773,DE,607
665774,FR,463
665775,DE,845
665776,FR,215
665777,UK,980
665778,FR,694
665779,UK,399
665780,UK,778
665781,UK,243
665782,FR,54
665783,FR,11
665784,UK,988
665785,DE,299
665786,FR,612
665787,UK,431
665788,UK,224
665789,UK,213
665790,UK,720
665791,FR,957
665792,UK,533
665793,FR,216
665794,UK,711
665795,FR,989
665796,UK,550
665797,FR,626
665798,FR,241
665799,UK,468
665800,FR,345
665801,DE,826
665802,UK,256
665803,DE,755
665804,UK,7
665805,DE,97
665806,DE,755
665807,DE,176
665808,DE,487
665809,UK,368
665810,FR,185
665811,UK,284
665812,UK,899
665813,UK,857
665814,FR,454
665815,FR,772
665816,UK,900
665817,FR,921
665818,DE,280
665819,DE,651
665820,UK,726
665821,UK,787
665822,DE,154
665823,DE,75
665824,FR,88
665825,FR,705
665826,UK,813
665827,UK,704
665828,UK,788
665829,UK,845
665830,FR,50
665831,DE,430
665832,UK,732
665833,UK,984
665834,UK,316
665835,UK,646
665836,UK,654
665837,UK,855
665838,DE,252
665839,UK,209
665840,UK,662
665841,DE,370
665842,UK,206
665843,UK,980
665844,FR,841
665845,UK,784
665846,UK,619
665847,FR,382
665848,UK,370
665849,FR,426
665850,FR,381
665851,DE,481
665852,FR,334
665853,DE,449
665854,DE,703
665855,UK,636
665856,UK,814
665857,UK,696
665858,UK,163
665859,UK,204
665860,DE,128
665861,DE,586
665862,FR,265
665863,FR,216
665864,UK,505
665865,FR,163
665866,DE,527
665867,FR,798
665868,FR,526
665869,UK,251
665870,UK,950
665871,DE,914
665872,DE,936
665873,UK,648
665874,UK,560
665875,FR,577
665876,UK,391
665877,UK,440
665878,FR,312
665879,FR,171
665880,DE,69
665881,UK,686
665882,UK,168
665883,UK,891
665884,DE,505
665885,FR,239
665886,UK,298
665887,DE,218
665888,UK,938
665889,UK,671
665890,UK,782
665891,UK,311
665892,UK,284
665893,DE,779
665894,UK,697
665895,DE,8
665896,FR,840
665897,DE,938
665898,FR,472
665899,DE,789
665900,DE,555
665901,FR,657
665902,UK,471
665903,UK,58
665904,FR,676
665905,FR,824
665906,FR,325
665907,UK,402
665908,FR,93
665909,UK,855
665910,DE,342
665911,FR,414
665912,DE,746
665913,DE,168
665914,DE,329
665915,DE,511
665916,DE,222
665917,FR,855
665918,DE,899
665919,UK,953
665920,FR,271
665921,UK,103
665922,DE,932
665923,UK,813
665924,UK,769
665925,DE,984
665926,UK,747
665927,FR,268
665928,FR,927
665929,DE,382
665930,UK,363
665931,DE,905
665932,DE,228
665933,UK,190
665934,UK,943
665935,DE,359
665936,FR,200
665937,FR,589
665938,UK,107
665939,FR,279
665940,DE,652
665941,FR,683
665942,UK,708
665943,FR,8
665944,UK,754
665945,UK,80
665946,DE,69
665947,UK,38
665948,UK,957
665949,UK,36
665950,UK,760
665951,DE,90
665952,DE,426
665953,DE,541
665954,UK,280
665955,DE,129
665956,UK,810
665957,DE,63
665958,DE,428
665959,FR,822
665960,DE,239
665961,FR,762
665962,UK,397
665963,UK,6
665964,UK,705
665965,UK,977
665966,FR,617
665967,DE,519
665968,FR,824
665969,FR,753
665970,DE,585
665971,UK,468
665972,FR,506
665973,DE,711
665974,UK,448
665975,DE,162
665976,DE,819
665977,UK,139
665978,UK,937
665979,FR,704
665980,DE,331
665981,UK,780
665982,UK,378
665983,DE,330
665984,UK,888
665985,DE,388
665986,FR,917
665987,UK,807
665988,DE,719
665989,DE,611
665990,UK,862
665991,FR,531
665992,FR,44
665993,DE,363
665994,FR,915
665995,FR,379
665996,DE,552
665997,FR,399
665998,FR,302
665999,UK,9
666000,FR,170
666001,UK,57
666002,FR,187
666003,UK,167
666004,UK,413
666005,DE,521
666006,UK,269
666007,UK,625
666008,FR,862
666009,UK,765
666010,FR,301
666011,FR,765
666012,UK,413
666013,DE,690
666014,DE,938
666015,UK,504
666016,FR,612
666017,FR,494
666018,UK,581
666019,FR,969
666020,UK,853
666021,DE,655
666022,DE,839
666023,UK,868
666024,FR,425
666025,UK,97
666026,UK,407
666027,DE,731
666028,UK,459
666029,UK,870
666030,FR,605
666031,DE,761
666032,FR,897
666033,DE,97
666034,FR,379
666035,UK,930
666036,FR,933
666037,FR,459
666038,FR,43
666039,UK,925
666040,UK,505
666041,FR,642
666042,UK,758
666043,UK,899
666044,FR,484
666045,UK,987
666046,UK,306
666047,UK,763
666048,UK,977
666049,UK,860
666050,FR,364
666051,UK,835
666052,UK,702
666053,UK,249
666054,FR,525
666055,DE,171
666056,UK,699
666057,DE,543
666058,DE,219
666059,DE,871
666060,UK,857
666061,UK,70
666062,UK,954
666063,FR,87
666064,FR,143
666065,UK,434
666066,DE,400
666067,DE,46
666068,UK,590
666069,FR,93
666070,FR,565
666071,FR,685
666072,FR,563
666073,DE,329
666074,FR,356
666075,DE,224
666076,UK,756
666077,FR,748
666078,UK,493
666079,FR,230
666080,FR,393
666081,FR,787
666082,DE,498
666083,DE,598
666084,FR,95
666085,UK,434
666086,FR,180
666087,UK,830
666088,UK,984
666089,FR,422
666090,FR,35
666091,DE,588
666092,DE,838
666093,FR,769
666094,UK,921
666095,UK,29
666096,UK,722
666097,DE,158
666098,UK,979
666099,UK,366
666100,DE,317
666101,FR,421
666102,UK,820
666103,UK,419
666104,DE,202
666105,DE,141
666106,DE,959
666107,UK,930
666108,DE,671
666109,DE,6
666110,DE,854
666111,FR,641
666112,DE,278
666113,DE,41
666114,FR,235
666115,DE,553
666116,FR,940
666117,UK,178
666118,FR,709
666119,UK,670
666120,DE,619
666121,DE,480
666122,UK,574
666123,DE,667
666124,FR,588
666125,FR,379
666126,DE,611
666127,FR,42
666128,UK,665
666129,FR,765
666130,DE,50
666131,UK,301
666132,FR,595
666133,DE,704
666134,FR,469
666135,DE,355
666136,UK,625
666137,DE,318
666138,FR,575
666139,FR,771
666140,UK,937
666141,DE,358
666142,DE,837
666143,DE,719
666144,UK,460
666145,DE,159
666146,DE,626
666147,DE,526
666148,FR,241
666149,FR,952
666150,UK,416
666151,DE,699
666152,UK,268
666153,DE,178
666154,UK,441
666155,UK,461
666156,DE,656
666157,UK,458
666158,UK,211
666159,UK,440
666160,UK,336
666161,UK,21
666162,UK,113
666163,UK,314
666164,UK,657
666165,UK,102
666166,FR,755
666167,UK,14
666168,UK,44
666169,DE,391
666170,FR,462
666171,DE,167
666172,FR,929
666173,FR,585
666174,FR,523
666175,DE,221
666176,DE,505
666177,FR,352
666178,UK,717
666179,DE,571
666180,DE,549
666181,FR,880
666182,UK,802
666183,DE,569
666184,DE,93
666185,DE,387
666186,DE,900
666187,DE,746
666188,UK,638
666189,UK,985
666190,UK,891
666191,UK,459
666192,DE,457
666193,UK,459
666194,UK,578
666195,FR,957
666196,DE,525
666197,FR,934
666198,DE,754
666199,UK,420
666200,DE,678
666201,DE,260
666202,DE,563
666203,UK,104
666204,UK,188
666205,UK,320
666206,UK,1
666207,FR,268
666208,UK,484
666209,FR,197
666210,UK,444
666211,FR,685
666212,FR,89
666213,UK,594
666214,UK,648
666215,FR,906
666216,FR,136
666217,FR,579
666218,UK,84
666219,UK,381
666220,DE,808
666221,FR,700
666222,FR,69
666223,UK,463
666224,UK,940
666225,FR,154
666226,FR,527
666227,UK,581
666228,FR,226
666229,DE,739
666230,UK,343
666231,UK,292
666232,FR,850
666233,UK,828
666234,FR,907
666235,UK,310
666236,UK,252
666237,FR,605
666238,FR,711
666239,UK,642
666240,UK,576
666241,UK,588
666242,DE,208
666243,DE,186
666244,FR,156
666245,FR,915
666246,DE,188
666247,FR,413
666248,UK,968
666249,DE,395
666250,UK,267
666251,DE,568
666252,UK,502
666253,FR,18
666254,UK,115
666255,FR,859
666256,DE,802
666257,FR,341
666258,DE,11
666259,DE,290
666260,FR,246
666261,UK,486
666262,FR,175
666263,FR,649
666264,DE,814
666265,UK,884
666266,FR,632
666267,FR,156
666268,DE,426
666269,FR,382
666270,UK,493
666271,UK,888
666272,FR,113
666273,DE,336
666274,DE,699
666275,UK,306
666276,DE,564
666277,DE,599
666278,DE,468
666279,UK,213
666280,UK,470
666281,DE,388
666282,UK,981
666283,UK,364
666284,FR,797
666285,DE,508
666286,UK,765
666287,UK,104
666288,DE,249
666289,DE,220
666290,UK,816
666291,UK,450
666292,UK,910
666293,UK,327
666294,DE,707
666295,FR,909
666296,UK,120
666297,UK,77
666298,DE,559
666299,UK,648
666300,FR,772
666301,FR,227
666302,FR,82
666303,FR,148
666304,DE,366
666305,FR,625
666306,UK,606
666307,UK,930
666308,DE,247
666309,FR,24
666310,UK,86
666311,UK,146
666312,UK,319
666313,UK,698
666314,DE,627
666315,DE,339
666316,UK,661
666317,DE,512
666318,UK,328
666319,DE,190
666320,DE,859
666321,FR,211
666322,UK,332
666323,UK,805
666324,FR,369
666325,FR,679
666326,UK,230
666327,UK,387
666328,UK,397
666329,UK,605
666330,DE,859
666331,FR,935
666332,FR,83
666333,UK,963
666334,UK,365
666335,FR,825
666336,DE,839
666337,UK,432
666338,UK,34
666339,DE,532
666340,DE,854
666341,DE,367
666342,UK,512
666343,UK,298
666344,DE,11
666345,FR,200
666346,UK,201
666347,UK,132
666348,DE,389
666349,DE,14
666350,UK,915
666351,FR,374
666352,DE,402
666353,DE,515
666354,UK,483
666355,FR,670
666356,DE,862
666357,UK,749
666358,UK,688
666359,UK,806
666360,UK,457
666361,FR,962
666362,DE,699
666363,UK,523
666364,DE,568
666365,FR,775
666366,DE,808
666367,DE,362
666368,DE,586
666369,DE,577
666370,FR,582
666371,UK,397
666372,FR,620
666373,UK,730
666374,UK,844
666375,UK,836
666376,UK,182
666377,UK,456
666378,UK,627
666379,UK,9
666380,DE,812
666381,UK,385
666382,FR,735
666383,UK,769
666384,UK,900
666385,FR,26
666386,FR,651
666387,FR,113
666388,FR,705
666389,UK,5
666390,UK,300
666391,FR,110
666392,DE,66
666393,UK,913
666394,DE,993
666395,UK,168
666396,DE,997
666397,UK,320
666398,DE,35
666399,DE,597
666400,FR,559
666401,DE,947
666402,FR,414
666403,DE,621
666404,DE,653
666405,DE,834
666406,UK,685
666407,UK,119
666408,FR,860
666409,UK,440
666410,UK,132
666411,DE,518
666412,UK,163
666413,FR,81
666414,UK,966
666415,DE,355
666416,UK,20
666417,UK,336
666418,FR,794
666419,UK,368
666420,UK,589
666421,DE,962
666422,UK,958
666423,UK,131
666424,UK,836
666425,DE,766
666426,DE,180
666427,UK,432
666428,FR,962
666429,DE,783
666430,DE,385
666431,UK,920
666432,DE,605
666433,UK,494
666434,FR,150
666435,FR,621
666436,FR,217
666437,DE,438
666438,UK,96
666439,FR,541
666440,UK,383
666441,DE,190
666442,FR,180
666443,DE,741
666444,DE,350
666445,UK,283
666446,UK,469
666447,UK,780
666448,FR,318
666449,UK,184
666450,DE,531
666451,FR,568
666452,UK,238
666453,FR,368
666454,FR,93
666455,DE,360
666456,UK,223
666457,DE,423
666458,DE,938
666459,DE,737
666460,FR,299
666461,UK,757
666462,DE,908
666463,FR,186
666464,DE,34
666465,UK,339
666466,DE,473
666467,FR,870
666468,UK,32
666469,FR,266
666470,DE,953
666471,DE,483
666472,DE,946
666473,UK,598
666474,DE,830
666475,FR,280
666476,FR,792
666477,UK,465
666478,UK,885
666479,UK,176
666480,UK,972
666481,UK,914
666482,DE,722
666483,UK,281
666484,FR,967
666485,DE,184
666486,FR,274
666487,DE,842
666488,UK,37
666489,DE,933
666490,DE,317
666491,DE,851
666492,DE,385
666493,UK,335
666494,FR,833
666495,DE,823
666496,DE,609
666497,FR,544
666498,UK,80
666499,FR,356
666500,FR,79
666501,UK,603
666502,FR,873
666503,DE,180
666504,FR,448
666505,DE,265
666506,DE,756
666507,UK,416
666508,UK,938
666509,DE,811
666510,DE,11
666511,UK,325
666512,UK,749
666513,UK,766
666514,FR,417
666515,UK,621
666516,FR,489
666517,UK,233
666518,FR,300
666519,UK,753
666520,DE,366
666521,UK,825
666522,FR,372
666523,UK,768
666524,DE,430
666525,UK,745
666526,FR,810
666527,DE,998
666528,UK,66
666529,DE,958
666530,DE,889
666531,FR,638
666532,UK,162
666533,FR,248
666534,UK,477
666535,UK,231
666536,DE,624
666537,FR,41
666538,UK,817
666539,DE,183
666540,FR,888
666541,FR,410
666542,UK,143
666543,UK,975
666544,FR,40
666545,UK,886
666546,FR,788
666547,UK,493
666548,UK,135
666549,DE,131
666550,DE,406
666551,FR,203
666552,FR,865
666553,UK,668
666554,UK,324
666555,DE,252
666556,FR,124
666557,DE,540
666558,DE,639
666559,UK,815
666560,UK,464
666561,DE,388
666562,FR,807
666563,DE,35
666564,DE,243
666565,UK,797
666566,UK,410
666567,DE,59
666568,DE,142
666569,UK,165
666570,FR,856
666571,UK,852
666572,DE,160
666573,FR,649
666574,DE,772
666575,DE,138
666576,FR,393
666577,FR,590
666578,DE,141
666579,UK,431
666580,FR,125
666581,DE,440
666582,UK,137
666583,UK,924
666584,UK,572
666585,FR,809
666586,UK,565
666587,FR,343
666588,DE,400
666589,UK,289
666590,DE,55
666591,FR,930
666592,FR,539
666593,DE,148
666594,FR,85
666595,FR,342
666596,FR,134
666597,DE,234
666598,DE,572
666599,UK,763
666600,UK,926
666601,DE,814
666602,UK,266
666603,UK,302
666604,UK,769
666605,DE,837
666606,DE,790
666607,FR,98
666608,DE,731
666609,DE,634
666610,FR,883
666611,UK,550
666612,DE,519
666613,UK,114
666614,DE,809
666615,UK,942
666616,UK,598
666617,DE,608
666618,DE,629
666619,FR,677
666620,DE,909
666621,UK,347
666622,DE,439
666623,UK,750
666624,UK,603
666625,UK,738
666626,FR,147
666627,UK,814
666628,DE,784
666629,FR,162
666630,UK,334
666631,UK,457
666632,UK,642
666633,UK,598
666634,UK,689
666635,UK,485
666636,UK,149
666637,FR,349
666638,DE,503
666639,FR,462
666640,FR,649
666641,DE,199
666642,FR,457
666643,FR,584
666644,UK,672
666645,FR,332
666646,UK,246
666647,FR,919
666648,FR,591
666649,FR,170
666650,UK,224
666651,DE,817
666652,UK,615
666653,DE,616
666654,DE,987
666655,UK,53
666656,UK,369
666657,FR,563
666658,UK,50
666659,UK,142
666660,UK,430
666661,DE,682
666662,UK,114
666663,UK,135
666664,DE,422
666665,FR,472
666666,FR,686
666667,DE,830
666668,FR,810
666669,DE,174
666670,UK,212
666671,UK,289
666672,FR,346
666673,UK,759
666674,UK,150
666675,UK,19
666676,FR,476
666677,DE,374
666678,UK,478
666679,UK,855
666680,DE,974
666681,UK,843
666682,UK,747
666683,FR,557
666684,DE,72
666685,UK,822
666686,DE,244
666687,UK,595
666688,DE,236
666689,DE,96
666690,FR,310
666691,UK,699
666692,UK,433
666693,FR,920
666694,DE,476
666695,FR,599
666696,DE,954
666697,DE,949
666698,UK,159
666699,DE,209
666700,DE,801
666701,UK,968
666702,DE,887
666703,UK,249
666704,UK,364
666705,UK,263
666706,UK,829
666707,UK,322
666708,UK,530
666709,UK,377
666710,FR,414
666711,FR,648
666712,UK,996
666713,FR,767
666714,FR,433
666715,FR,826
666716,UK,403
666717,DE,609
666718,UK,817
666719,FR,241
666720,FR,296
666721,UK,394
666722,FR,48
666723,FR,780
666724,DE,890
666725,FR,40
666726,DE,187
666727,FR,318
666728,UK,736
666729,DE,562
666730,DE,332
666731,DE,237
666732,FR,799
666733,FR,141
666734,UK,22
666735,FR,495
666736,DE,133
666737,DE,535
666738,UK,464
666739,FR,105
666740,UK,219
666741,UK,129
666742,UK,613
666743,UK,418
666744,UK,59
666745,DE,139
666746,UK,632
666747,UK,491
666748,FR,269
666749,FR,675
666750,DE,762
666751,FR,271
666752,FR,239
666753,FR,976
666754,FR,386
666755,FR,395
666756,FR,160
666757,DE,610
666758,DE,317
666759,FR,494
666760,UK,328
666761,UK,620
666762,DE,618
666763,DE,454
666764,DE,509
666765,DE,123
666766,UK,291
666767,FR,592
666768,UK,87
666769,UK,339
666770,UK,472
666771,DE,466
666772,DE,403
666773,UK,126
666774,UK,652
666775,DE,813
666776,DE,19
666777,FR,506
666778,UK,68
666779,UK,745
666780,UK,323
666781,FR,846
666782,DE,100
666783,DE,320
666784,DE,27
666785,DE,522
666786,FR,162
666787,UK,8
666788,FR,489
666789,UK,246
666790,UK,385
666791,DE,388
666792,UK,142
666793,DE,908
666794,DE,873
666795,DE,491
666796,DE,225
666797,DE,57
666798,UK,91
666799,DE,780
666800,DE,41
666801,FR,490
666802,UK,562
666803,DE,40
666804,UK,991
666805,FR,521
666806,DE,971
666807,UK,734
666808,UK,129
666809,DE,221
666810,UK,990
666811,FR,483
666812,FR,213
666813,UK,62
666814,UK,520
666815,UK,513
666816,FR,867
666817,DE,490
666818,DE,671
666819,UK,844
666820,UK,249
666821,UK,175
666822,UK,53
666823,FR,958
666824,UK,369
666825,UK,465
666826,FR,656
666827,UK,483
666828,UK,171
666829,FR,989
666830,UK,364
666831,DE,886
666832,DE,170
666833,FR,508
666834,UK,197
666835,UK,905
666836,UK,694
666837,UK,202
666838,FR,503
666839,DE,433
666840,UK,898
666841,UK,880
666842,FR,444
666843,FR,754
666844,DE,681
666845,FR,796
666846,DE,53
666847,DE,208
666848,FR,858
666849,UK,123
666850,UK,98
666851,UK,345
666852,UK,221
666853,UK,86
666854,FR,743
666855,DE,612
666856,FR,828
666857,DE,454
666858,FR,792
666859,FR,469
666860,DE,788
666861,DE,789
666862,UK,704
666863,DE,918
666864,FR,305
666865,UK,834
666866,DE,33
666867,FR,107
666868,DE,190
666869,UK,842
666870,FR,938
666871,UK,539
666872,UK,47
666873,UK,594
666874,FR,154
666875,UK,498
666876,DE,956
666877,FR,656
666878,FR,808
666879,FR,611
666880,FR,183
666881,UK,865
666882,FR,386
666883,DE,614
666884,UK,830
666885,FR,951
666886,FR,738
666887,DE,822
666888,UK,944
666889,FR,204
666890,UK,565
666891,FR,28
666892,UK,749
666893,UK,641
666894,UK,645
666895,DE,926
666896,FR,232
666897,FR,27
666898,UK,204
666899,FR,779
666900,UK,633
666901,DE,932
666902,DE,633
666903,UK,813
666904,UK,739
666905,UK,563
666906,FR,211
666907,UK,351
666908,FR,433
666909,UK,860
666910,DE,683
666911,FR,725
666912,DE,384
666913,DE,55
666914,UK,233
666915,UK,23
666916,DE,704
666917,FR,191
666918,DE,886
666919,UK,490
666920,DE,894
666921,UK,800
666922,UK,868
666923,FR,536
666924,UK,794
666925,UK,93
666926,DE,665
666927,UK,144
666928,FR,727
666929,UK,829
666930,UK,911
666931,UK,954
666932,FR,686
666933,FR,504
666934,FR,365
666935,DE,563
666936,DE,739
666937,DE,4
666938,FR,186
666939,UK,212
666940,FR,153
666941,UK,107
666942,UK,307
666943,UK,517
666944,DE,138
666945,DE,84
666946,UK,701
666947,DE,628
666948,FR,879
666949,FR,236
666950,DE,529
666951,DE,627
666952,FR,763
666953,FR,834
666954,FR,280
666955,FR,765
666956,DE,126
666957,FR,847
666958,UK,19
666959,FR,783
666960,UK,619
666961,UK,505
666962,DE,131
666963,FR,549
666964,UK,32
666965,UK,106
666966,DE,281
666967,UK,350
666968,UK,937
666969,UK,471
666970,DE,648
666971,DE,656
666972,DE,405
666973,DE,27
666974,UK,60
666975,FR,647
666976,DE,114
666977,UK,721
666978,DE,993
666979,FR,123
666980,FR,223
666981,UK,957
666982,UK,285
666983,UK,861
666984,UK,355
666985,UK,971
666986,FR,778
666987,UK,491
666988,DE,923
666989,UK,245
666990,UK,961
666991,UK,39
666992,UK,701
666993,UK,431
666994,FR,928
666995,UK,554
666996,UK,263
666997,DE,18
666998,UK,581
666999,UK,155
667000,DE,464
667001,UK,596
667002,UK,41
667003,UK,565
667004,FR,341
667005,FR,758
667006,FR,444
667007,FR,817
667008,UK,657
667009,UK,28
667010,FR,889
667011,UK,497
667012,DE,974
667013,DE,111
667014,UK,888
667015,UK,924
667016,UK,352
667017,UK,562
667018,UK,332
667019,UK,6
667020,DE,870
667021,DE,510
667022,FR,746
667023,DE,58
667024,FR,805
667025,DE,133
667026,DE,693
667027,DE,571
667028,FR,829
667029,FR,41
667030,UK,859
667031,DE,296
667032,DE,514
667033,DE,385
667034,UK,570
667035,UK,325
667036,DE,791
667037,FR,985
667038,FR,904
667039,UK,133
667040,DE,718
667041,DE,540
667042,DE,592
667043,FR,448
667044,FR,123
667045,DE,293
667046,UK,427
667047,UK,186
667048,UK,122
667049,UK,302
667050,DE,251
667051,DE,584
667052,DE,793
667053,DE,680
667054,UK,3
667055,DE,708
667056,UK,427
667057,UK,366
667058,UK,899
667059,FR,224
667060,FR,362
667061,FR,130
667062,UK,959
667063,FR,683
667064,DE,528
667065,UK,550
667066,FR,606
667067,FR,492
667068,UK,546
667069,UK,548
667070,DE,457
667071,DE,612
667072,FR,890
667073,FR,507
667074,DE,598
667075,DE,356
667076,UK,891
667077,FR,109
667078,DE,706
667079,UK,182
667080,FR,999
667081,DE,507
667082,DE,951
667083,UK,395
667084,FR,158
667085,FR,166
667086,UK,768
667087,DE,942
667088,UK,16
667089,DE,901
667090,UK,643
667091,DE,593
667092,FR,8
667093,UK,787
667094,UK,371
667095,DE,520
667096,FR,941
667097,UK,853
667098,DE,521
667099,FR,831
667100,FR,153
667101,UK,580
667102,UK,172
667103,UK,594
667104,UK,762
667105,FR,835
667106,UK,465
667107,DE,555
667108,FR,14
667109,FR,594
667110,FR,926
667111,UK,211
667112,UK,291
667113,DE,257
667114,FR,422
667115,DE,529
667116,FR,927
667117,DE,614
667118,FR,264
667119,DE,584
667120,FR,224
667121,UK,459
667122,UK,992
667123,DE,356
667124,UK,763
667125,UK,441
667126,FR,416
667127,FR,13
667128,FR,873
667129,UK,153
667130,FR,386
667131,FR,267
667132,UK,208
667133,DE,197
667134,UK,478
667135,DE,866
667136,UK,43
667137,DE,407
667138,UK,782
667139,DE,105
667140,FR,210
667141,DE,780
667142,DE,318
667143,UK,248
667144,FR,46
667145,FR,391
667146,UK,309
667147,FR,22
667148,FR,693
667149,DE,69
667150,FR,614
667151,DE,558
667152,FR,820
667153,DE,612
667154,DE,42
667155,DE,276
667156,FR,390
667157,FR,160
667158,DE,164
667159,UK,728
667160,DE,654
667161,FR,43
667162,FR,693
667163,FR,431
667164,FR,424
667165,DE,730
667166,DE,701
667167,DE,547
667168,UK,175
667169,FR,543
667170,DE,812
667171,DE,922
667172,FR,352
667173,UK,355
667174,DE,937
667175,UK,777
667176,UK,89
667177,UK,520
667178,UK,472
667179,UK,547
667180,DE,638
667181,FR,685
667182,UK,513
667183,FR,453
667184,DE,550
667185,UK,577
667186,UK,897
667187,DE,127
667188,DE,568
667189,FR,136
667190,DE,86
667191,FR,209
667192,FR,210
667193,DE,811
667194,UK,861
667195,UK,433
667196,FR,525
667197,FR,876
667198,DE,169
667199,FR,104
667200,FR,234
667201,UK,383
667202,DE,647
667203,FR,268
667204,DE,322
667205,DE,477
667206,UK,334
667207,UK,112
667208,UK,827
667209,FR,946
667210,FR,284
667211,FR,444
667212,FR,381
667213,DE,807
667214,UK,659
667215,UK,996
667216,FR,157
667217,DE,465
667218,FR,696
667219,DE,166
667220,FR,603
667221,UK,49
667222,UK,826
667223,UK,186
667224,FR,64
667225,DE,805
667226,DE,548
667227,UK,390
667228,FR,702
667229,DE,438
667230,DE,450
667231,UK,273
667232,FR,161
667233,UK,681
667234,FR,131
667235,FR,706
667236,FR,979
667237,FR,818
667238,UK,397
667239,DE,861
667240,UK,267
667241,UK,829
667242,FR,121
667243,DE,949
667244,DE,204
667245,UK,887
667246,DE,201
667247,FR,62
667248,UK,256
667249,UK,887
667250,UK,194
667251,DE,546
667252,FR,416
667253,DE,984
667254,FR,388
667255,UK,252
667256,DE,520
667257,UK,85
667258,UK,337
667259,DE,999
667260,FR,898
667261,FR,248
667262,UK,851
667263,UK,438
667264,UK,476
667265,DE,18
667266,DE,258
667267,UK,103
667268,UK,272
667269,FR,437
667270,DE,561
667271,FR,254
667272,DE,793
667273,UK,444
667274,UK,190
667275,UK,334
667276,UK,909
667277,DE,262
667278,UK,256
667279,DE,160
667280,DE,770
667281,UK,885
667282,UK,891
667283,DE,111
667284,FR,696
667285,FR,770
667286,FR,139
667287,FR,971
667288,UK,241
667289,DE,212
667290,FR,859
667291,DE,664
667292,FR,33
667293,UK,173
667294,UK,39
667295,UK,893
667296,DE,233
667297,FR,641
667298,UK,809
667299,UK,776
667300,UK,622
667301,DE,35
667302,FR,943
667303,DE,739
667304,DE,924
667305,UK,365
667306,UK,986
667307,UK,33
667308,DE,361
667309,UK,746
667310,DE,251
667311,FR,617
667312,UK,938
667313,FR,63
667314,UK,4
667315,UK,798
667316,UK,693
667317,FR,630
667318,UK,501
667319,UK,968
667320,FR,378
667321,DE,4
667322,FR,826
667323,UK,167
667324,DE,929
667325,FR,381
667326,UK,647
667327,UK,572
667328,DE,45
667329,DE,822
667330,FR,940
667331,UK,273
667332,DE,205
667333,UK,832
667334,FR,71
667335,DE,226
667336,DE,591
667337,UK,946
667338,UK,165
667339,UK,76
667340,FR,737
667341,DE,821
667342,UK,806
667343,UK,928
667344,UK,133
667345,FR,554
667346,FR,790
667347,FR,397
667348,FR,800
667349,FR,528
667350,DE,413
667351,FR,859
667352,UK,895
667353,UK,522
667354,DE,800
667355,UK,535
667356,DE,807
667357,UK,749
667358,DE,38
667359,DE,535
667360,UK,30
667361,DE,345
667362,UK,299
667363,DE,747
667364,DE,106
667365,UK,956
667366,DE,46
667367,UK,968
667368,UK,824
667369,FR,929
667370,FR,310
667371,FR,25
667372,FR,651
667373,FR,726
667374,FR,134
667375,DE,753
667376,FR,240
667377,DE,794
667378,UK,411
667379,UK,310
667380,FR,670
667381,UK,699
667382,UK,813
667383,UK,3
667384,DE,732
667385,DE,565
667386,FR,893
667387,DE,215
667388,UK,687
667389,UK,657
667390,UK,253
667391,FR,177
667392,DE,697
667393,UK,165
667394,FR,205
667395,FR,559
667396,UK,723
667397,UK,973
667398,DE,705
667399,DE,285
667400,FR,422
667401,UK,704
667402,FR,685
667403,DE,622
667404,UK,932
667405,UK,357
667406,FR,890
667407,FR,286
667408,UK,819
667409,FR,796
667410,FR,502
667411,UK,538
667412,FR,576
667413,UK,254
667414,UK,937
667415,UK,572
667416,DE,651
667417,FR,484
667418,DE,331
667419,FR,202
667420,FR,757
667421,FR,662
667422,FR,200
667423,DE,889
667424,UK,655
667425,UK,2
667426,FR,979
667427,UK,752
667428,UK,644
667429,DE,18
667430,DE,155
667431,DE,255
667432,FR,801
667433,UK,924
667434,FR,433
667435,FR,423
667436,DE,142
667437,UK,42
667438,DE,453
667439,DE,855
667440,FR,353
667441,UK,620
667442,FR,940
667443,DE,127
667444,UK,905
667445,UK,835
667446,UK,225
667447,UK,794
667448,DE,947
667449,DE,207
667450,FR,865
667451,UK,91
667452,UK,384
667453,UK,447
667454,UK,269
667455,DE,427
667456,DE,464
667457,DE,446
667458,UK,993
667459,DE,514
667460,DE,593
667461,FR,10
667462,UK,337
667463,DE,164
667464,FR,405
667465,DE,657
667466,DE,900
667467,UK,590
667468,UK,570
667469,DE,947
667470,UK,762
667471,DE,595
667472,FR,101
667473,DE,80
667474,UK,676
667475,FR,438
667476,FR,801
667477,UK,980
667478,UK,844
667479,UK,629
667480,UK,149
667481,UK,77
667482,UK,952
667483,UK,351
667484,FR,794
667485,FR,748
